Time,Accel x[m/s^2],Accel y[m/s^2],Accel z[m/s^2],Spin x[degrees/sec],Spin y[degrees/sec],Spin z[degrees/sec]
596,3.256856301,2.231219757,0,0,0,0
597,3.242758776,2.251659407,0,0,0,0
598,3.228532977,2.272009987,0,0,0,0
599,3.214179466,2.292270692,0,0,0,0
600,3.19969881,2.312440722,0,0,0,0
601,3.185091582,2.332519277,0,0,0,0
602,3.170358361,2.352505564,0,0,0,0
603,3.155499729,2.372398792,0,0,0,0
604,3.140516273,2.392198174,0,0,0,0
605,3.125408587,2.411902927,0,0,0,0
606,3.110177268,2.431512272,0,0,0,0
607,3.094822918,2.451025432,0,0,0,0
608,3.079346146,2.470441637,0,0,0,0
609,3.063747562,2.489760117,0,0,0,0
610,3.048027785,2.508980109,0,0,0,0
611,3.032187436,2.528100852,0,0,0,0
612,3.016227142,2.54712159,0,0,0,0
613,3.000147533,2.566041571,0,0,0,0
614,2.983949247,2.584860046,0,0,0,0
615,2.967632924,2.60357627,0,0,0,0
616,2.951199209,2.622189504,0,0,0,0
617,2.934648752,2.640699012,0,0,0,0
618,2.917982208,2.65910406,0,0,0,0
619,2.901200236,2.677403921,0,0,0,0
620,2.884303501,2.695597871,0,0,0,0
621,2.86729267,2.71368519,0,0,0,0
622,2.850168417,2.731665163,0,0,0,0
623,2.832931418,2.749537078,0,0,0,0
624,2.815582357,2.767300229,0,0,0,0
625,2.798121918,2.784953913,0,0,0,0
626,2.780550793,2.802497432,0,0,0,0
627,2.762869677,2.819930091,0,0,0,0
628,2.745079268,2.837251201,0,0,0,0
629,2.727180272,2.854460077,0,0,0,0
630,2.709173396,2.871556038,0,0,0,0
631,2.691059352,2.888538407,0,0,0,0
632,2.672838856,2.905406514,0,0,0,0
633,2.654512631,2.922159691,0,0,0,0
634,2.636081399,2.938797275,0,0,0,0
635,2.617545892,2.955318607,0,0,0,0
636,2.598906841,2.971723035,0,0,0,0
637,2.580164984,2.98800991,0,0,0,0
638,2.561321063,3.004178587,0,0,0,0
639,2.542375822,3.020228426,0,0,0,0
640,2.523330012,3.036158793,0,0,0,0
641,2.504184386,3.051969058,0,0,0,0
642,2.4849397,3.067658594,0,0,0,0
643,2.465596717,3.083226783,0,0,0,0
644,2.446156202,3.098673007,0,0,0,0
645,2.426618923,3.113996655,0,0,0,0
646,2.406985653,3.129197122,0,0,0,0
647,2.387257169,3.144273807,0,0,0,0
648,2.367434252,3.159226112,0,0,0,0
649,2.347517686,3.174053447,0,0,0,0
650,2.327508257,3.188755224,0,0,0,0
651,2.307406759,3.203330862,0,0,0,0
652,2.287213986,3.217779786,0,0,0,0
653,2.266930736,3.232101422,0,0,0,0
654,2.246557813,3.246295205,0,0,0,0
655,2.226096022,3.260360573,0,0,0,0
656,2.205546172,3.27429697,0,0,0,0
657,2.184909077,3.288103844,0,0,0,0
658,2.164185552,3.30178065,0,0,0,0
659,2.143376418,3.315326846,0,0,0,0
660,2.122482498,3.328741896,0,0,0,0
661,2.101504618,3.34202527,0,0,0,0
662,2.080443608,3.355176442,0,0,0,0
663,2.059300301,3.368194893,0,0,0,0
664,2.038075534,3.381080106,0,0,0,0
665,2.016770145,3.393831573,0,0,0,0
666,1.995384979,3.406448789,0,0,0,0
667,1.97392088,3.418931255,0,0,0,0
668,1.952378699,3.431278476,0,0,0,0
669,1.930759286,3.443489966,0,0,0,0
670,1.909063497,3.45556524,0,0,0,0
671,1.887292192,3.467503821,0,0,0,0
672,1.865446229,3.479305237,0,0,0,0
673,1.843526475,3.49096902,0,0,0,0
674,1.821533796,3.50249471,0,0,0,0
675,1.799469061,3.513881851,0,0,0,0
676,1.777333144,3.525129992,0,0,0,0
677,1.755126921,3.536238688,0,0,0,0
678,1.73285127,3.547207499,0,0,0,0
679,1.710507071,3.558035993,0,0,0,0
680,1.688095209,3.56872374,0,0,0,0
681,1.665616571,3.579270317,0,0,0,0
682,1.643072045,3.589675308,0,0,0,0
683,1.620462524,3.599938301,0,0,0,0
684,1.597788902,3.61005889,0,0,0,0
685,1.575052075,3.620036675,0,0,0,0
686,1.552252943,3.62987126,0,0,0,0
687,1.529392408,3.639562258,0,0,0,0
688,1.506471375,3.649109283,0,0,0,0
689,1.483490749,3.65851196,0,0,0,0
690,1.460451441,3.667769916,0,0,0,0
691,1.437354361,3.676882784,0,0,0,0
692,1.414200423,3.685850204,0,0,0,0
693,1.390990543,3.694671822,0,0,0,0
694,1.367725639,3.703347289,0,0,0,0
695,1.344406631,3.711876261,0,0,0,0
696,1.321034442,3.720258401,0,0,0,0
697,1.297609997,3.728493377,0,0,0,0
698,1.274134221,3.736580864,0,0,0,0
699,1.250608044,3.744520541,0,0,0,0
700,1.227032397,3.752312096,0,0,0,0
701,1.203408211,3.759955218,0,0,0,0
702,1.179736422,3.767449607,0,0,0,0
703,1.156017965,3.774794965,0,0,0,0
704,1.132253779,3.781991003,0,0,0,0
705,1.108444804,3.789037435,0,0,0,0
706,1.084591983,3.795933982,0,0,0,0
707,1.060696257,3.802680373,0,0,0,0
708,1.036758573,3.809276339,0,0,0,0
709,1.012779878,3.81572162,0,0,0,0
710,0.98876112,3.822015962,0,0,0,0
711,0.964703249,3.828159115,0,0,0,0
712,0.940607217,3.834150835,0,0,0,0
713,0.916473977,3.839990887,0,0,0,0
714,0.892304484,3.845679039,0,0,0,0
715,0.868099693,3.851215066,0,0,0,0
716,0.843860563,3.85659875,0,0,0,0
717,0.819588052,3.861829876,0,0,0,0
718,0.79528312,3.866908238,0,0,0,0
719,0.770946729,3.871833636,0,0,0,0
720,0.746579841,3.876605874,0,0,0,0
721,0.722183421,3.881224764,0,0,0,0
722,0.697758432,3.885690123,0,0,0,0
723,0.673305843,3.890001775,0,0,0,0
724,0.648826619,3.894159548,0,0,0,0
725,0.624321729,3.898163278,0,0,0,0
726,0.599792143,3.902012808,0,0,0,0
727,0.575238831,3.905707984,0,0,0,0
728,0.550662763,3.90924866,0,0,0,0
729,0.526064913,3.912634697,0,0,0,0
730,0.501446253,3.915865961,0,0,0,0
731,0.476807757,3.918942323,0,0,0,0
732,0.4521504,3.921863662,0,0,0,0
733,0.427475157,3.924629862,0,0,0,0
734,0.402783005,3.927240815,0,0,0,0
735,0.378074919,3.929696416,0,0,0,0
736,0.353351878,3.931996569,0,0,0,0
737,0.328614859,3.934141182,0,0,0,0
738,0.30386484,3.936130171,0,0,0,0
739,0.279102802,3.937963457,0,0,0,0
740,0.254329723,3.939640968,0,0,0,0
741,0.229546584,3.941162637,0,0,0,0
742,0.204754364,3.942528404,0,0,0,0
743,0.179954045,3.943738215,0,0,0,0
744,0.155146607,3.944792022,0,0,0,0
745,0.130333032,3.945689783,0,0,0,0
746,0.105514301,3.946431464,0,0,0,0
747,0.080691397,3.947017034,0,0,0,0
748,0.055865301,3.94744647,0,0,0,0
749,0.031036994,3.947719756,0,0,0,0
750,0.00620746,3.94783688,0,0,0,0
751,-0.018622319,3.947797839,0,0,0,0
752,-0.043451362,3.947602633,0,0,0,0
753,-0.068278686,3.94725127,0,0,0,0
754,-0.09310331,3.946743764,0,0,0,0
755,-0.11792425,3.946080136,0,0,0,0
756,-0.142740525,3.945260411,0,0,0,0
757,-0.167551154,3.944284622,0,0,0,0
758,-0.192355156,3.943152807,0,0,0,0
759,-0.217151548,3.941865012,0,0,0,0
760,-0.24193935,3.940421287,0,0,0,0
761,-0.266717581,3.938821689,0,0,0,0
762,-0.291485262,3.937066282,0,0,0,0
763,-0.316241413,3.935155135,0,0,0,0
764,-0.340985054,3.933088323,0,0,0,0
765,-0.365715207,3.930865929,0,0,0,0
766,-0.390430892,3.92848804,0,0,0,0
767,-0.415131134,3.925954751,0,0,0,0
768,-0.439814954,3.923266161,0,0,0,0
769,-0.464481376,3.920422377,0,0,0,0
770,-0.489129424,3.917423512,0,0,0,0
771,-0.513758123,3.914269684,0,0,0,0
772,-0.5383665,3.910961017,0,0,0,0
773,-0.56295358,3.907497643,0,0,0,0
774,-0.587518392,3.903879699,0,0,0,0
775,-0.612059963,3.900107328,0,0,0,0
776,-0.636577322,3.896180678,0,0,0,0
777,-0.6610695,3.892099906,0,0,0,0
778,-0.685535527,3.887865173,0,0,0,0
779,-0.709974437,3.883476647,0,0,0,0
780,-0.734385262,3.8789345,0,0,0,0
781,-0.758767037,3.874238912,0,0,0,0
782,-0.783118797,3.86939007,0,0,0,0
783,-0.807439579,3.864388165,0,0,0,0
784,-0.83172842,3.859233395,0,0,0,0
785,-0.855984361,3.853925964,0,0,0,0
786,-0.880206441,3.848466082,0,0,0,0
787,-0.904393702,3.842853965,0,0,0,0
788,-0.928545188,3.837089835,0,0,0,0
789,-0.952659944,3.831173919,0,0,0,0
790,-0.976737014,3.825106452,0,0,0,0
791,-1.000775448,3.818887674,0,0,0,0
792,-1.024774293,3.812517831,0,0,0,0
793,-1.048732601,3.805997175,0,0,0,0
794,-1.072649424,3.799325964,0,0,0,0
795,-1.096523815,3.792504461,0,0,0,0
796,-1.120354832,3.785532937,0,0,0,0
797,-1.144141529,3.778411667,0,0,0,0
798,-1.167882968,3.771140933,0,0,0,0
799,-1.191578208,3.763721023,0,0,0,0
800,-1.215226313,3.75615223,0,0,0,0
801,-1.238826346,3.748434853,0,0,0,0
802,-1.262377375,3.740569199,0,0,0,0
803,-1.285878467,3.732555577,0,0,0,0
804,-1.309328694,3.724394305,0,0,0,0
805,-1.332727127,3.716085706,0,0,0,0
806,-1.35607284,3.707630108,0,0,0,0
807,-1.379364911,3.699027846,0,0,0,0
808,-1.402602418,3.690279261,0,0,0,0
809,-1.425784442,3.681384697,0,0,0,0
810,-1.448910065,3.672344508,0,0,0,0
811,-1.471978374,3.663159051,0,0,0,0
812,-1.494988454,3.653828689,0,0,0,0
813,-1.517939397,3.644353791,0,0,0,0
814,-1.540830295,3.634734731,0,0,0,0
815,-1.563660241,3.624971892,0,0,0,0
816,-1.586428333,3.615065658,0,0,0,0
817,-1.60913367,3.605016421,0,0,0,0
818,-1.631775353,3.59482458,0,0,0,0
819,-1.654352489,3.584490537,0,0,0,0
820,-1.676864182,3.574014701,0,0,0,0
821,-1.699309543,3.563397486,0,0,0,0
822,-1.721687684,3.552639313,0,0,0,0
823,-1.743997719,3.541740606,0,0,0,0
824,-1.766238766,3.530701798,0,0,0,0
825,-1.788409946,3.519523324,0,0,0,0
826,-1.810510381,3.508205628,0,0,0,0
827,-1.832539197,3.496749156,0,0,0,0
828,-1.854495522,3.485154362,0,0,0,0
829,-1.876378489,3.473421704,0,0,0,0
830,-1.89818723,3.461551647,0,0,0,0
831,-1.919920885,3.44954466,0,0,0,0
832,-1.941578593,3.437401218,0,0,0,0
833,-1.963159497,3.425121802,0,0,0,0
834,-1.984662743,3.412706897,0,0,0,0
835,-2.006087481,3.400156994,0,0,0,0
836,-2.027432864,3.38747259,0,0,0,0
837,-2.048698047,3.374654186,0,0,0,0
838,-2.069882189,3.36170229,0,0,0,0
839,-2.090984452,3.348617414,0,0,0,0
840,-2.112004001,3.335400076,0,0,0,0
841,-2.132940005,3.322050797,0,0,0,0
842,-2.153791635,3.308570108,0,0,0,0
843,-2.174558067,3.29495854,0,0,0,0
844,-2.195238479,3.281216632,0,0,0,0
845,-2.215832053,3.267344928,0,0,0,0
846,-2.236337975,3.253343976,0,0,0,0
847,-2.256755433,3.239214331,0,0,0,0
848,-2.27708362,3.22495655,0,0,0,0
849,-2.297321732,3.210571199,0,0,0,0
850,-2.317468967,3.196058847,0,0,0,0
851,-2.33752453,3.181420066,0,0,0,0
852,-2.357487626,3.166655437,0,0,0,0
853,-2.377357466,3.151765544,0,0,0,0
854,-2.397133264,3.136750975,0,0,0,0
855,-2.416814238,3.121612324,0,0,0,0
856,-2.436399609,3.106350191,0,0,0,0
857,-2.455888603,3.090965179,0,0,0,0
858,-2.475280448,3.075457896,0,0,0,0
859,-2.494574378,3.059828956,0,0,0,0
860,-2.513769629,3.044078977,0,0,0,0
861,-2.532865441,3.028208583,0,0,0,0
862,-2.55186106,3.012218401,0,0,0,0
863,-2.570755735,2.996109063,0,0,0,0
864,-2.589548717,2.979881207,0,0,0,0
865,-2.608239263,2.963535475,0,0,0,0
866,-2.626826634,2.947072513,0,0,0,0
867,-2.645310095,2.930492973,0,0,0,0
868,-2.663688915,2.91379751,0,0,0,0
869,-2.681962365,2.896986786,0,0,0,0
870,-2.700129725,2.880061464,0,0,0,0
871,-2.718190274,2.863022214,0,0,0,0
872,-2.7361433,2.845869711,0,0,0,0
873,-2.75398809,2.828604632,0,0,0,0
874,-2.77172394,2.811227662,0,0,0,0
875,-2.789350148,2.793739486,0,0,0,0
876,-2.806866016,2.776140798,0,0,0,0
877,-2.824270853,2.758432293,0,0,0,0
878,-2.841563968,2.740614672,0,0,0,0
879,-2.858744679,2.722688639,0,0,0,0
880,-2.875812306,2.704654904,0,0,0,0
881,-2.892766172,2.68651418,0,0,0,0
882,-2.909605609,2.668267184,0,0,0,0
883,-2.92632995,2.649914639,0,0,0,0
884,-2.942938532,2.63145727,0,0,0,0
885,-2.9594307,2.612895807,0,0,0,0
886,-2.9758058,2.594230986,0,0,0,0
887,-2.992063185,2.575463543,0,0,0,0
888,-3.008202212,2.556594222,0,0,0,0
889,-3.024222243,2.537623769,0,0,0,0
890,-3.040122643,2.518552934,0,0,0,0
891,-3.055902784,2.499382471,0,0,0,0
892,-3.071562042,2.48011314,0,0,0,0
893,-3.087099797,2.460745702,0,0,0,0
894,-3.102515434,2.441280923,0,0,0,0
895,-3.117808344,2.421719574,0,0,0,0
896,-3.132977922,2.402062428,0,0,0,0
897,-3.148023567,2.382310263,0,0,0,0
898,-3.162944685,2.362463859,0,0,0,0
899,-3.177740685,2.342524003,0,0,0,0
900,-3.192410982,2.322491483,0,0,0,0
901,-3.206954995,2.302367091,0,0,0,0
902,-3.22137215,2.282151624,0,0,0,0
903,-3.235661876,2.261845881,0,0,0,0
904,-3.249823608,2.241450665,0,0,0,0
905,-3.263856785,2.220966783,0,0,0,0
906,-3.277760853,2.200395046,0,0,0,0
907,-3.291535261,2.179736266,0,0,0,0
908,-3.305179465,2.158991263,0,0,0,0
909,-3.318692924,2.138160855,0,0,0,0
910,-3.332075105,2.117245867,0,0,0,0
911,-3.345325478,2.096247126,0,0,0,0
912,-3.358443518,2.075165464,0,0,0,0
913,-3.371428707,2.054001713,0,0,0,0
914,-3.384280532,2.032756712,0,0,0,0
915,-3.396998483,2.0114313,0,0,0,0
916,-3.409582058,1.990026321,0,0,0,0
917,-3.422030758,1.968542622,0,0,0,0
918,-3.434344093,1.946981052,0,0,0,0
919,-3.446521573,1.925342466,0,0,0,0
920,-3.458562719,1.903627717,0,0,0,0
921,-3.470467053,1.881837666,0,0,0,0
922,-3.482234104,1.859973175,0,0,0,0
923,-3.493863407,1.838035108,0,0,0,0
924,-3.505354502,1.816024333,0,0,0,0
925,-3.516706935,1.793941721,0,0,0,0
926,-3.527920256,1.771788146,0,0,0,0
927,-3.538994022,1.749564483,0,0,0,0
928,-3.549927794,1.727271612,0,0,0,0
929,-3.560721141,1.704910415,0,0,0,0
930,-3.571373635,1.682481775,0,0,0,0
931,-3.581884855,1.659986582,0,0,0,0
932,-3.592254385,1.637425724,0,0,0,0
933,-3.602481815,1.614800093,0,0,0,0
934,-3.61256674,1.592110585,0,0,0,0
935,-3.622508761,1.569358098,0,0,0,0
936,-3.632307486,1.546543531,0,0,0,0
937,-3.641962526,1.523667786,0,0,0,0
938,-3.6514735,1.50073177,0,0,0,0
939,-3.660840031,1.477736388,0,0,0,0
940,-3.670061749,1.454682551,0,0,0,0
941,-3.679138289,1.431571171,0,0,0,0
942,-3.688069292,1.408403161,0,0,0,0
943,-3.696854404,1.385179439,0,0,0,0
944,-3.705493279,1.361900923,0,0,0,0
945,-3.713985574,1.338568533,0,0,0,0
946,-3.722330954,1.315183194,0,0,0,0
947,-3.730529088,1.291745829,0,0,0,0
948,-3.738579653,1.268257366,0,0,0,0
949,-3.746482329,1.244718734,0,0,0,0
950,-3.754236804,1.221130864,0,0,0,0
951,-3.761842771,1.19749469,0,0,0,0
952,-3.76929993,1.173811146,0,0,0,0
953,-3.776607985,1.150081169,0,0,0,0
954,-3.783766647,1.126305698,0,0,0,0
955,-3.790775634,1.102485673,0,0,0,0
956,-3.797634667,1.078622037,0,0,0,0
957,-3.804343477,1.054715733,0,0,0,0
958,-3.810901796,1.030767707,0,0,0,0
959,-3.817309366,1.006778907,0,0,0,0
960,-3.823565934,0.982750282,0,0,0,0
961,-3.829671251,0.958682781,0,0,0,0
962,-3.835625076,0.934577358,0,0,0,0
963,-3.841427175,0.910434965,0,0,0,0
964,-3.847077316,0.886256558,0,0,0,0
965,-3.852575278,0.862043093,0,0,0,0
966,-3.857920842,0.837795527,0,0,0,0
967,-3.863113796,0.813514821,0,0,0,0
968,-3.868153936,0.789201934,0,0,0,0
969,-3.873041062,0.764857828,0,0,0,0
970,-3.877774981,0.740483467,0,0,0,0
971,-3.882355505,0.716079814,0,0,0,0
972,-3.886782453,0.691647835,0,0,0,0
973,-3.891055651,0.667188496,0,0,0,0
974,-3.895174928,0.642702765,0,0,0,0
975,-3.899140123,0.61819161,0,0,0,0
976,-3.902951078,0.593656001,0,0,0,0
977,-3.906607643,0.569096909,0,0,0,0
978,-3.910109672,0.544515305,0,0,0,0
979,-3.913457028,0.519912161,0,0,0,0
980,-3.916649578,0.495288451,0,0,0,0
981,-3.919687195,0.470645148,0,0,0,0
982,-3.92256976,0.445983228,0,0,0,0
983,-3.925297159,0.421303666,0,0,0,0
984,-3.927869283,0.396607439,0,0,0,0
985,-3.930286031,0.371895523,0,0,0,0
986,-3.932547307,0.347168895,0,0,0,0
987,-3.934653022,0.322428534,0,0,0,0
988,-3.936603093,0.297675419,0,0,0,0
989,-3.938397442,0.272910529,0,0,0,0
990,-3.940035998,0.248134843,0,0,0,0
991,-3.941518697,0.223349342,0,0,0,0
992,-3.94284548,0.198555005,0,0,0,0
993,-3.944016294,0.173752814,0,0,0,0
994,-3.945031093,0.14894375,0,0,0,0
995,-3.945889837,0.124128794,0,0,0,0
996,-3.946592493,0.099308928,0,0,0,0
997,-3.947139031,0.074485134,0,0,0,0
998,-3.947529431,0.049658393,0,0,0,0
999,-3.947763677,0.024829687,0,0,0,0
1000,-3.94784176,9.67E-16,0,0,0,0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
