linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
-3.571373635,1.682481775,0
-3.581884855,1.659986582,0
-3.592254385,1.637425724,0
-3.602481815,1.614800093,0
-3.61256674,1.592110585,0
-3.622508761,1.569358098,0
-3.632307486,1.546543531,0
-3.641962526,1.523667786,0
-3.6514735,1.50073177,0
-3.660840031,1.477736388,0
-3.670061749,1.454682551,0
-3.679138289,1.431571171,0
-3.688069292,1.408403161,0
-3.696854404,1.385179439,0
-3.705493279,1.361900923,0
-3.713985574,1.338568533,0
-3.722330954,1.315183194,0
-3.730529088,1.291745829,0
-3.738579653,1.268257366,0
-3.746482329,1.244718734,0
-3.754236804,1.221130864,0
-3.761842771,1.19749469,0
-3.76929993,1.173811146,0
-3.776607985,1.150081169,0
-3.783766647,1.126305698,0
-3.790775634,1.102485673,0
-3.797634667,1.078622037,0
-3.804343477,1.054715733,0
-3.810901796,1.030767707,0
-3.817309366,1.006778907,0
-3.823565934,0.982750282,0
-3.829671251,0.958682781,0
-3.835625076,0.934577358,0
-3.841427175,0.910434965,0
-3.847077316,0.886256558,0
-3.852575278,0.862043093,0
-3.857920842,0.837795527,0
-3.863113796,0.813514821,0
-3.868153936,0.789201934,0
-3.873041062,0.764857828,0
-3.877774981,0.740483467,0
-3.882355505,0.716079814,0
-3.886782453,0.691647835,0
-3.891055651,0.667188496,0
-3.895174928,0.642702765,0
-3.899140123,0.61819161,0
-3.902951078,0.593656001,0
-3.906607643,0.569096909,0
-3.910109672,0.544515305,0
-3.913457028,0.519912161,0
-3.916649578,0.495288451,0
-3.919687195,0.470645148,0
-3.92256976,0.445983228,0
-3.925297159,0.421303666,0
-3.927869283,0.396607439,0
-3.930286031,0.371895523,0
-3.932547307,0.347168895,0
-3.934653022,0.322428534,0
-3.936603093,0.297675419,0
-3.938397442,0.272910529,0
-3.940035998,0.248134843,0
-3.941518697,0.223349342,0
-3.94284548,0.198555005,0
-3.944016294,0.173752814,0
-3.945031093,0.14894375,0
-3.945889837,0.124128794,0
-3.946592493,0.099308928,0
-3.947139031,0.074485134,0
-3.947529431,0.049658393,0
-3.947763677,0.024829687,0
-3.94784176,9.67E-16,0
